city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)",daylight_hours,Filename,Caption,Detected Objects_x,Entity Labels,Entity Texts,GeoTopic Name,GeoTopic Latitude,GeoTopic Longitude,Detected Objects_y
Utica,United States,"An old abandoned slaughter house that has been boarded up and a barbed wire fence has been erected around it. If you get past the fence and though a broken loading door you can see blood stains and bones on floor, also you hear voices and pigs squealing from rooms in the back and eerie noises from the offices up stairs. Watch out for bums, word is they will throw shoes at you. - September 2004 Update -Has been torn down.",Haunted Slaughter House,Michigan,MI,-82.96223189999999,42.8257633,-83.0335384,42.6261446,True,True,2004/09/13,0,Unknown,Unknown (Male),Unknown,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,An_old_abandoned_slaughter_house_that_has_been_boa.png,a black and white photo of a horse in a barn .,"prison, prison house (0.36), barn (0.30)",['DATE'],['September 2004'],,,,"prison, prison house (0.36), barn (0.30)"
Utica,United States,"In one of the bathrooms it is rumor that when the school was a high school someone died, and now you will see him in mirrors, or feel his presence in the stalls.",Eppler Junior High,Michigan,MI,-83.03630539999999,42.62933659999999,-83.0335384,42.6261446,False,True,2025/01/01,0,Unknown,Ghost (Male),Death,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,In_one_of_the_bathrooms_it_is_rumor_that_when_the.png,a black and white photo of a bathroom,"sliding door (0.54), prison, prison house (0.21)",['CARDINAL'],['one'],,,,"sliding door (0.54), prison, prison house (0.21)"
Utica,United States,In the 1980's A girl in a white dress was raped and murdered on Sterrit. It is said every night at 12 she walks down the streets looking in peoples windows for her killer.,Sterrit,Michigan,MI,-83.01771219999999,42.6285582,-83.0335384,42.6261446,False,False,2025/03/12,0,Night,Unknown (Male),Murder,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,In_the_1980_s_A_girl_in_a_white_dress_was_raped_an.png,a woman is standing in front of a mirror .,"gown (0.69), groom, bridegroom (0.07), cloak (0.02)","['DATE', 'GPE', 'TIME', 'CARDINAL']","['1980', 'Sterrit', 'every night', '12']",,,,"gown (0.69), groom, bridegroom (0.07), cloak (0.02)"
Van Buren,United States,"This is supposedly the burial ground for Al Capone's mistress by the name of Flora. Many people have seen an apparition of a female in a transparent like white dress. Before she is seen you will here chimes coming from the back of the cemetery, she will then appear somewhere the first two driveways. Also If you just drive by the cemetery, there is dim red light that will appear along side of the middle driveway. Commonly known as a ghost-light.",Hawks Head cemetery,Michigan,MI,-86.22387409999999,42.4562411,-83.4838244,42.2203171,False,True,2025/01/01,2,Unknown,Ghost (Male),Supernatural,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,This_is_supposedly_the_burial_ground_for_Al_Capone.png,a fire hydrant sitting in the middle of a field .,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.17), church, church building (0.09), water tower (0.08), gas pump, gasoline pump, petrol pump, island dispenser (0.05), mosque (0.03)","['ORG', 'PERSON', 'ORDINAL', 'CARDINAL']","[""Al Capone's"", 'Flora', 'first', 'two']",,,,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.17), church, church building (0.09), water tower (0.08), gas pump, gasoline pump, petrol pump, island dispenser (0.05), mosque (0.03)"
Vanderbilt,United States,"A small cemetery with few graves. Upon passing through the gate the air temp feels a lot cooler. At night, you can hear footsteps throughout the cemetery, yet no one is around. A few ghostly sightings have occurred, however only the people who live around the cemetery have seen anything.",Fox Tower Cemetery,Michigan,MI,,,-84.6603091,45.14279030000001,True,True,2025/01/01,2,Night,Ghost (Male),Supernatural,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,A_small_cemetery_with_few_graves__Upon_passing_thr.png,a row of wooden park benches sitting next to each other .,"picket fence, paling (0.49), worm fence, snake fence, snake-rail fence, Virginia fence (0.33)",['TIME'],['night'],,,,"picket fence, paling (0.49), worm fence, snake fence, snake-rail fence, Virginia fence (0.33)"
Vandercook Lake,United States,"eerie noises, power outages, haunted locker rooms. Basement access no longer allowed due to weird stuff.",McDevitt middle school,Michigan,MI,-84.39181049999999,42.2002519,-84.3910659,42.193371,True,False,2025/03/19,0,Unknown,Ghost,Supernatural,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,eerie_noises__power_outages__haunted_locker_rooms_.png,a bathroom with a sink and a toilet,"prison, prison house (0.84), safe (0.02)",,,,,,"prison, prison house (0.84), safe (0.02)"
Vassar,United States,"Cooler doors opening and closing one after the other, toys and merchandise rolling across the floor when there is no one in the building except for the on duty employee. Wind chimes all start jingling at the same time, as if a fan was just turned on facing them. The oven dials at subway change temperatures for no apparent reason. Screams have been heard. Babies are said to be heard crying in the freezer as well.",Shell/Subway,Michigan,MI,-83.59369459999999,43.3734243,-83.58329169999999,43.3719678,True,False,2025/01/01,1,Unknown,Unknown (Male),Unknown,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,Cooler_doors_opening_and_closing_one_after_the_oth.png,an open refrigerator filled with lots of food .,"bakery, bakeshop, bakehouse (0.84), tobacco shop, tobacconist shop, tobacconist (0.07)",,,,,,"bakery, bakeshop, bakehouse (0.84), tobacco shop, tobacconist shop, tobacconist (0.07)"
Vernon,United States,Geek Rd. -  People have reported seeing a bright orange light similar to a fireball at midnight on Halloween. The light seems to come directly at the car but dissipates before contact. This is the stretch of Geek Rd. that runs North off M71,Corunna area,Michigan,MI,-84.02940819999999,42.9391971,-84.02940819999999,42.9391971,False,True,2025/01/01,2,Night,Unknown (Male),Accident,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,Geek_Rd_____People_have_reported_seeing_a_bright_o.png,a person riding a motorcycle down a road .,"unicycle, monocycle (0.14), bicycle-built-for-two, tandem bicycle, tandem (0.04), bison (0.03), mailbox, letter box (0.03), street sign (0.03)","['GPE', 'TIME', 'DATE', 'GPE']","['Geek Rd', 'midnight', 'Halloween', 'Geek Rd']",,,,"unicycle, monocycle (0.14), bicycle-built-for-two, tandem bicycle, tandem (0.04), bison (0.03), mailbox, letter box (0.03), street sign (0.03)"
Vienna,United States,"After shutting off lights in the bar for the evening many waitresses have witnessed the sightings of several ghostly figures standing on the landing between the upper and lower levels of the bar. On several occasions in the upper part of the bar the area of the South West corner appears to fill with a smokey atmosphere ... on further examination of this area you will find as you enter this area it is rather chilly and will experience a slight ""touching"" of someone's hand upon your face.",Spot Bar,Michigan,MI,-84.3704987,44.9703287,-83.47798929999999,41.7869911,False,False,2025/01/01,1,Evening,Ghost (Male),Supernatural,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,After_shutting_off_lights_in_the_bar_for_the_eveni.png,a kitchen with a table and chairs in it,"restaurant, eating house, eating place, eatery (0.84), slot, one-armed bandit (0.07), dining table, board (0.02)","['TIME', 'LOC']","['evening', 'the South West']",,,,"restaurant, eating house, eating place, eatery (0.84), slot, one-armed bandit (0.07), dining table, board (0.02)"
Walled Lake,United States,"The shoe tree (previously mentioned in Salem) was on Thirteen Mile Rd. in Novi a quarter mile from Walled Lake, and from the site of the old Walled Lake amusement park. A child killer (the infamous Walled Lake Child Killer) kidnapped the children from the park, and buried their bodies in the nearby field around the tree. He threw their shoes into the tree. When the many dangling shoes were investigated, the bodies were found (but, the killer never was). If you went to the field at night, you could see and hear the clumps of tall grass moving around you, and you could hear the children cry for their mothers! Witnesses report very distinct, audible cries. The cries were not distant but, from just a few feet away. As you walked to where the cries came from, they seemed to move around. Not moving farther away, just around, sometimes back to where you were just standing. Just walking by the field would make your hair stand on end. The land was developed within the past couple of years. A subdivision now stands on this land. But, the field was on the south side of Thirteen Mile Rd., between Meadowbrook Rd., and Decker. The amusement park was later closed down. Not because of the murders but, because it rested on an old Indian burial ground (many in the area). It was where Novi Rd., 13 Mile Rd., and Southlake Dr. all meet, right on the lake.",Shoe Tree,Michigan,MI,-83.9703462,42.17038489999999,-83.4810481,42.537811,True,True,2025/05/13,0,Night,Unknown (Male),Murder,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,The_shoe_tree__previously_mentioned_in_Salem__was.png,a black and white photo of a fire hydrant .,"cloak (0.83), broom (0.03), fur coat (0.02)","['GPE', 'EVENT', 'GPE', 'QUANTITY', 'GPE', 'LOC', 'ORG', 'TIME', 'QUANTITY', 'DATE', 'EVENT', 'PERSON', 'PERSON', 'NORP', 'QUANTITY']","['Salem', 'Thirteen Mile Rd', 'Novi', 'quarter mile', 'Walled Lake', 'Walled Lake', 'Walled Lake Child Killer', 'night', 'just a few feet', 'the past couple of years', 'Thirteen Mile Rd.', 'Meadowbrook Rd', 'Decker', 'Indian', '13 Mile Rd.']",Salt Lake City,40.76078,-111.89105,"cloak (0.83), broom (0.03), fur coat (0.02)"
Waltz,United States,It is said that the ghost of a man haunts the restaurant. He moves objects and turns the lights off and on. The owners and employees all admit to seeing the ghost.,Waltz Inn,Michigan,MI,-83.39260569999999,42.1001793,-83.39215469999999,42.1003202,False,True,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,It_is_said_that_the_ghost_of_a_man_haunts_the_rest.png,a room with a table and chairs in it,"toilet seat (0.56), dining table, board (0.09), restaurant, eating house, eating place, eatery (0.08), barbershop (0.02), washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.02)",,,,,,"toilet seat (0.56), dining table, board (0.09), restaurant, eating house, eating place, eatery (0.08), barbershop (0.02), washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.02)"
Warren,United States,after bell rings you see a kid in 60 or 70s clothes walking the hallways but if you get close he disappears.,Carter Middle School,Michigan,MI,-83.004324,42.528051,-83.01465259999999,42.5144566,False,True,2025/03/25,0,Unknown,Unknown (Male),Unknown,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,after_bell_rings_you_see_a_kid_in_60_or_70s_clothe.png,a woman standing in a kitchen next to a refrigerator .,"sliding door (0.27), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.21), refrigerator, icebox (0.20), washer, automatic washer, washing machine (0.07)","['PERSON', 'CARDINAL', 'DATE']","['bell', '60', '70s']",Jimmy E. Carter Middle School,35.08389,-106.73083,"sliding door (0.27), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.21), refrigerator, icebox (0.20), washer, automatic washer, washing machine (0.07)"
Warren,United States,"This building used to be the site of Family Youth Interventions and before that was a convent. It is said that the nuns haunt the building. Metal fire doors rattle on the second floor, and when you are on the first floor you can hear footsteps above you when no one is upstairs.",Fitzgerald Community Ed Building,Michigan,MI,-83.06289450000001,42.464164,-83.01465259999999,42.5144566,True,False,2025/01/01,0,Unknown,"Unknown (Male, nun)",Accident,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,This_building_used_to_be_the_site_of_Family_Youth.png,a black and white photo of a brick building,"bell cote, bell cot (0.29), church, church building (0.10), monastery (0.10), vault (0.03), prison, prison house (0.03)","['ORDINAL', 'ORDINAL']","['second', 'first']",,,,"bell cote, bell cot (0.29), church, church building (0.10), monastery (0.10), vault (0.03), prison, prison house (0.03)"
Warren,United States,"In the 50's or 60's a student drowned while swimming in the school's pool, now when in the pool alone you feel a scenes that he's around and janitors reported hearing the water splash and people walking on the bleachers, a lot of others student have seen the ghost two and they say its a tall, white male.",Fitzgerald High School,Michigan,MI,-83.06289450000001,42.464164,-83.01465259999999,42.5144566,True,True,2025/05/13,2,Unknown,"Ghost (Male, student)",Accident,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,In_the_50_s_or_60_s_a_student_drowned_while_swimmi.png,a black and white photo of a man standing in a room .,"sliding door (0.22), bannister, banister, balustrade, balusters, handrail (0.18), shoji (0.08), dumbbell (0.06), barbell (0.04)","['DATE', 'CARDINAL', 'CARDINAL']","['50', ""60's"", 'two']",Fitzgerald High School,42.46476,-83.06409,"sliding door (0.22), bannister, banister, balustrade, balusters, handrail (0.18), shoji (0.08), dumbbell (0.06), barbell (0.04)"
Warren,United States,"Located right off 13 Mile Road (Chicago RD) and Ryan Road. Reports of driving at night after having stopped the car after you think you hit something. When you get out of your car to look around. There is nothing in sight. Except by the picnic tables that were located towards the center of the park at that time. Witnesses report there was a large black figure coming at them screaming. There was no way that they hit him he was at least 100 feet away. When they all got back in the car and locked the doors. One of the passengers wanted to start driving away as fast as she could. After about 10 seconds they heard someone on top of her car. Hitting it with their hands. They didn't dare get out of the car to see what it was. Then after 30 seconds the noise stopped. They looked ahead and there was a car. That was not there before this. They could only see their tail lights. Next thing they know the car just disappeared, along with the strange black figure.",Halmich Park,Michigan,MI,-83.07491600000002,42.523806,-83.01465259999999,42.5144566,True,True,2025/03/13,2,Night,Other (Male),Violence,"4,548",25.5,5.75,19.8%,5.6,7.9,1.8,4.3,40.2%,67.9%,59.6%,40.4%,84.4%,2.57%,115890.0,8.162,11.018,2.84,50251.92857142857,632.2142857142857,289907.0714285714,123.0,121.0,Above Average,734.0,324.0,165.0,80.0,56.0,31.0,78.0,11.83,Located_right_off_13_Mile_Road__Chicago_RD__and_Ry.png,a dog standing in the grass near a tree .,"golf ball (0.53), park bench (0.11), lakeside, lakeshore (0.03), croquet ball (0.02), stone wall (0.02)","['MONEY', 'PERSON', 'TIME', 'QUANTITY', 'CARDINAL', 'TIME', 'TIME']","['13 Mile Road', 'Ryan Road', 'night', 'at least 100 feet', 'One', 'about 10 seconds', '30 seconds']",,,,"golf ball (0.53), park bench (0.11), lakeside, lakeshore (0.03), croquet ball (0.02), stone wall (0.02)"
